NAME,DATE,RATINGS,TITLE,REVIEWS
El Catrin,20-09-2023,50,"Great for Coeliacs. Ask for Kylie, she was brilliant","Kylie served us, amazing, attentive and totally understood the importance of a GF diet for a Coeliac. She answered all my questions and made me feel assured. The food was excellent. Go to this place, itâ€™s fantastic"
El Catrin,03-09-2023,50,Beautiful place especially the patio,"Excellent vibes, great drinks and good service. Nice to sit on patio on a summer evening under string lights and the skyðŸ¥°"
El Catrin,30-08-2023,50,AMAZING!!,Amazing service!! Loved the experience and the vibes of all of the workers. They made the experience a one of a kind.
El Catrin,14-08-2023,50,Awesome Mexican experience,"Been twice in the space of two weeks as the food is fantastic. The space and decor is fantastic, some really good menu choices and margaritas were pretty tasty. The guacamole mashed at the table is good and the Baja tacos and birria tacos were...More"
El Catrin,29-07-2023,50,"Great food, Mason is iconic.","Food was great, had the chicken tacos and guac fresh made at table. Mason (server) was iconic. Very friendly, good atmosphere and has a large patio for a nice night."
El Catrin,13-07-2023,40,Muy Bueno,El Cartin was Electric. Menu was exciting but the food wasnt equally. A nice place to catch up with friends. Drinks kept flowing. Pastor tacos was excellent. My bass was bit too dry and salted uneven. But overall a good experience. Fun place
El Catrin,10-07-2023,50,Tasty mexicali,"Great spot with good food I love the out door patio and misters, the ginger swizzle was great, food was as described"
El Catrin,31-05-2023,50,Great food and service,"Great food with an excellent outdoor patio. Food was amazing and I canâ€™t say enough about the service we received from Mason. Polite, knowledgeable, and fast. Theyâ€™re when you need him and always ready to top off your glass."
El Catrin,29-05-2023,50,Wonderful lunch with Mason!,This place came highly recommended and it did not disappoint. Ask for Masonâ€¦heâ€™s awesome! The guac and the flight of margaritas were delicious. We plan on coming back during our next business trip.
El Catrin,22-05-2023,50,"You know the feeling - it's not every day you stumble upon the perfect spot for amazing food, drinks and service!!!",Wow! Amazing authentic Mexican food! Mindblowing food and drinks! Perfectly located in the Toronto Destillery district. A must when in Toronto!
El Catrin,19-05-2023,50,Nice place,"Amazing food in a little upper price range in a very beautiful restaurant. Service was also good, thanks to our waiter, Benji :)"
El Catrin,07-05-2023,50,Fantastic server - Andy,"Excellent food, traditional tastes of mexico. Our waitress Andy was lovely and had great recommendations for the menu and drinks. We will definitely be back and will recommend to our friends! PS the guacamole is a must!"
El Catrin,07-02-2023,10,Mediocre at best,The guac was delish and the decor is bright and fun but the rest of our order was quickly forgettable!More
El Catrin,20-11-2022,50,Service Extrordinaire,"We had the pleasure of eating at El Catrin this past Friday night. As usual the ambience, the food and the drink were exceptional. But what made our experience even better was the service we had. All of the servers were awesome. In particular we...More"
El Catrin,22-09-2022,40,Mexico,Nice place and nice food. Also the waitress was friendly and helpful to make are choices. Quit expensive but it was worth it.
El Catrin,08-06-2022,50,Great evening,We have eaten here before but my cousin and wife hadn't so we thought it would be a good start to our trip and it didn't disappoint. An eclectic restaurant with individual funky decor and a great atmosphere. Food is delicious as are the cocktails....More
El Catrin,11-04-2022,40,Mexican restaurant in Toronto downtown,A good Mexican restaurant with good ambience and excellent food choices . Prior booking recommended. Service is prompt.More
El Catrin,05-09-2021,40,Great atmosphere. Worth a visit,Good food (not spectacular) in a spectacular. This is a gem in the Distillery District that is worth a visit for the ambiance both inside or on the patio.
El Catrin,30-11-2020,50,Charming atmosphere and flavors!,"All dishes are good, respecting the Latin's traditions <3 Try their mezcal or tequila selection to make it even better"
El Catrin,04-11-2020,10,"Awful, never again","Long wait to get a table, very slow service, small portions, food partially cold, and, worst of all, dirty glasses, mugs, and cutlery. Disgusting and nauseating! Never again!"
El Catrin,22-09-2020,40,A lovely night out.,"Have not been dining out a lot lately and never ate before at El Catrin but a friend and I had a hankering for Mexican food on an outdoor patio with heaters. We hit the jackpot. Lots of heaters, tables spaced well apart, very friendly...More"
El Catrin,13-09-2020,30,Food quality went down,"I love El Catrin Restaurant in a heart of distillery district! Great decor, service and ambiance! Used to be a place for a Mexican delicious food until my recent visit. Not sure if they changed the chefs or trying to economize on ingredients, but all...More"
El Catrin,07-09-2020,50,Fabulous,"What a beautiful, clean and amazing place. The service was great, the ambiance was fabulous and the food spectacular. Will definitely visit here again and again. The music was cool. Looks like they are doing a great job at this restaurant."
El Catrin,03-09-2020,50,Delicious tacos and great service,"The wait was over an hour for a table and the hostess offered takeout, for about 10 minutes wait. It was perfect - found a nearby park bench. Tacos were excellent - warm and the fillings were so flavorful! Will definitely come back. The churros...More"
El Catrin,01-09-2020,40,Cool Restaurant,"We have lunch at El Catrin at least 2 times per summer. The food is very good, fresh but a little overpriced ($19 for 3 tacos). Essentially, you pay for the trendiness."
El Catrin,08-08-2020,10,The neighbourhood is excellent,The neighbourhood is excellent but the wait staff is so awful. They overcharged us but didnâ€™t adjust the bill when we brought it to their attention. Unfortunate. I recommend any of the other bars in the neighbourhoodMore
El Catrin,15-02-2020,40,Fabulous Service and Tequila Choices,"Located in Torontoâ€™s distillery district, this Mexican cantina offers over 120 various tequilas and a very famous mural adorns the wall. Worth a visit."
El Catrin,10-02-2020,50,Great Mexican place!,"This restaurant has a cool vibe and atmosphere in the Distillery District of Toronto. You will definitely want to make a reservation, we were there on a Thursday and saw a number of people without reservations who were told it would be over an hour...More"
El Catrin,08-02-2020,50,Great for lunch,"My wife and I had lunch here based on the online reviews and we werenâ€™t disappointed. We had the tortilla soup, the chips and guacamole and a chicken burrito. All were excellent. The service was good, the atmosphere is great and the prices are reasonable....More"
El Catrin,18-01-2020,30,We had dinner with 2 couples,"We had dinner with 2 couples here. Ordered the guacamole as an appetizer and the taco feast (12 tacos). It was good, nice service, drinks were fine, but..... the guacamole had too much onion (I can still taste the onion) and nothing came with the...More"
El Catrin,02-01-2020,50,Quick Pop In,"Sat at the bar and ordered the Reposado Margarita - large glass salted, very tasty and the tortilla soup - excellent, deep brown broth, full of flavour. Very highly Recommended!!!"
El Catrin,31-12-2019,50,Just Amazing!,"I'm a mexican cusine lover, and this place didn't disappoint me at all. our table had the tasting menu. was fantastic. all the flavours right on spot. loved the sopes and the costillas in mole. delicious! the margaritas were good as well."
El Catrin,30-12-2019,40,Twice weâ€™ve been and never disappointed,We love coming here. First time we sat on the patio in the winter. They have fires going and blankets. Itâ€™s very cozy. Tonight we went with friends and sat inside. I had made a reservation and good thing I did. People were being turned...More
El Catrin,29-12-2019,20,The food and service were disappointing,The food and service were disappointing. First when the server brought water to the table on 4 of the six of us were served. I had to ask for ice twice before getting it. The alcoholic beverages were good; the traditional Margarita and mojito are...More
El Catrin,25-12-2019,50,"Amazing food, great experience","We had a great time! Food was amazing, the ambiance is unique... Call ahead and make a reservation, it's always packed!"
El Catrin,17-12-2019,50,Six Ladies and a Taco,"Not long ago, six sixty year olds piled into a car to visit the Distillery District and had lunch at El Catrin, where a good meal was had by all. Choices were anything from soup to salad and all the trimmings in between. Each one...More"
El Catrin,03-12-2019,40,Christmas Market stop,"What a cute place. Very noisy as the place was packed. Highly recommend the Baja fish tacos and guacamole prepared table side. Excellent margaritas, mojitos and dirty martinis as well."
El Catrin,07-11-2019,30,Nice place but not very personal feeling,Nice outdoor seating area. Cool decor. Food was good and arrived fast. Almost too fast. Not very personal feeling.
El Catrin,05-11-2019,50,Dinner and Cocktails,Amazing service and atmosphere accommodated a fairly large group at short notice. Good choices and knowledge of service staff. I loved the guacamole that was made right at our table from fresh ingredients. The flavours popped in your mouth. Cocktails where fantastic. Avery enjoyable evening
El Catrin,02-11-2019,50,We definitely will be back!,"At about 4Pm after our last stop at another restaurant, we walked around the distillery district and we stopped just outside El Catrin Restaurant and went inside to have dinner. The best choice we made. The ambience is excellent. Nicely decorated for the day of...More"
El Catrin,30-10-2019,40,"Nice menu, nice restaurant","An excellent choice of Mexican/latin food. Classy tacos, ceviches, etc. The restaurant also has a nice heated patio. It seats a lot of people and must feel somewhat industrial in scale when full."
El Catrin,28-10-2019,10,Not as expected,"Oct. 05, 2019 - Having a Mexican restaurant should focus on good food, good price points and most importantly, great customer service. This restaurant is not indicative of what Mexican cuisine is about. Albeit the atmosphere is unique and the hostesses were fantastic, but that's...More"
El Catrin,26-10-2019,40,Awesome!,"This is a must go if you are in distillery district, luv Mexican food and margaritas!! Have the fish tacos, short rib mole and guacamole made table side! Canâ€™t go wrong! Amazing outdoor patio still open last night!"
El Catrin,24-10-2019,40,Different menu and great churros,"Was taken as part of a works evening; lovely surroundings and fantastic mural displaying lots of Day of the Dead images. Service decent, beer was ok. Food was good - tamale, soft-shell tacos and great churros. Reasonably priced for a group of four."
El Catrin,20-10-2019,40,"Great burrito, fabulous guaca","We lunched very Well here on a sunny autumn day in October. The burrito loco was terrific, the fresh guacamole al a mesa fabulous. The Catrin Lager tasted well. Pretty busy with locals which is always good"
El Catrin,17-10-2019,40,Thanksgiving Dinner Mexican style,Went there for Thanksgiving dinner. Did not have reservation but was able to get a table right away. Nice atmosphere. We ordered two types of tacos and an order of quesadillas. We also ordered chips with guacamole dip. The quesadillas were awesome. The tacos were...More
El Catrin,17-10-2019,40,Drinks and decor,Music fit the lively atmosphere. Drink menu was very good. We got a pitcher of the fresh watermelon margarita. The sugared rim was a great addition. Pollo loco tacos had a good spice level but the pastor taco was not very flavorful. All in all...More
El Catrin,13-10-2019,20,Look elsewhere for Mexican food in Toronto,"This restaurant really is not indicative of what Mexican cuisine is all about - it seems to be more focused on the ""hype"" of having a Mexican restaurant in the Distillery District instead of focusing on good food, good price points, and especially good customer...More"
El Catrin,13-10-2019,10,The Toronto airport fast service El Catrin is horrible and slow.,"If you are at the Toronto airpor and in a rush to get some bite to eat...weâ€™ll it will take like 45 minutes to make a burrito, and all you have to do is warm a tortilla, filled it up with pre cook fillings and...More"
El Catrin,10-10-2019,50,Great vibe and food,The food here was realllly good. Itâ€™s very authentic and flavourful. The vibe is also great with cool murals and decor. I definitely recommend this spot.
El Catrin,07-10-2019,40,best taco's!,"tried this place out at the suggestion of my sister and i was pleasantly surprised. their patio was huge, but it was raining the day we went so we had to sit inside. which wasn't an issue as the inside is beautifully decorated. looooved all...More"
El Catrin,05-10-2019,50,Great Food & Great Service from Vince!,"We took our son for his 18th Birthday in September and we had such a great time! What a lovely atmosphere too! First off, I feel we ate almost everything on the menu - so I don't even know where to start - I was...More"
El Catrin,01-10-2019,50,"Great venue, great food, great service","Perfect spot for meeting friends after work. Love the service, fresh food and patio! Highly recommend."
El Catrin,23-09-2019,40,Good vibe at busy place,"Had a special family dinner event, worth waiting for an outdoor table. Ambient is awesome and food really good. Solid service."
El Catrin,23-09-2019,30,Overpriced and Under Zealous,"My girlfriend and I went to El Catrin prior to hitting Soul Pepper Theatre. We had just over one hour before the show. There was a line up to get in which took about 15 minutes, were seated and had the waiter come over straight...More"
El Catrin,23-09-2019,40,"Lovely lunch, exceptional decor!","It is an experience to visit this restaurant with itâ€™s colourful decor. Obviously Mexican food is served here and certainly done very well. The adobada torta (chicken sandwich) was a good size and delicious with black beans, avacado and Mexican cheese. The veggie burrito was...More"
El Catrin,21-09-2019,40,Authentic and very enjoyable,Stopped by for an early dinner to make the most of a lovely evening and to eat outside and was very pleasantly surprised with how good the food was. Having eaten in Mexico City I was impressed with the dishes and Mezcals. Lovely setting and...More
El Catrin,21-09-2019,20,Good food but terrible efficiency,The food is always delicious but itâ€™s frustrating that you ALWAYS wait when there are plenty of empty tables that arenâ€™t cleared. Need a better system.
El Catrin,19-09-2019,50,love the decor!!taria,"The decor of this place in amazing and the food is good. You to ask them beforehand not to add cilantro to everything if you do not like it. I went with a vegetarian and without cilantro too, I think the menu was somewhat limited....More"
El Catrin,18-09-2019,40,Great food,"Our waiter was not very attentive, but the food was excellent. Two tacos were plenty. Check out the inside of the restaurant."
El Catrin,18-09-2019,50,Great place,"Visited with a friend and had a great meal at this very charming restaurant. Food was good, service was good and I would recommend. A couple of things werenâ€™t perfect, the chairs we had were very uncomfortable and we booked a table online and first...More"
El Catrin,15-09-2019,50,Maya Margarita Magnificent,"This restaurant was recommended by a local. I probably would not have gone here based on the mixed reviews. But, our experience was awesome. Ghandi our waiter was extremely attentive. They Mayan Margarita one of their special margaritas was the best margarita I have ever...More"
El Catrin,07-09-2019,40,Delicious!,Luv this spot! Amazing margaritas! Luv the guacamole made table side! In summer get a spot outside is a must they have a great patio! Luv the fish tacos and ceviche! Canâ€™t go wrong! Get your pic with all the masks at back wall lol
El Catrin,06-09-2019,40,Cool vibe and great food,Really enjoyed the food and the outdoor dining which provided a great night for my group of friends. A few nice touches like the guacamole being made at the table as well as the great selection of sharing plates. You should try the deep fried...More
El Catrin,02-09-2019,40,Lovely atmosphere,Awesome place for great Mexican food and a beer. Both the patio and inside have great character and ambiance. My rancheros was very good.
El Catrin,31-08-2019,30,Mexican Keg,"Although they bill themselves as authentic Mexican, thatâ€™s a stretch; while OK, it's more of a tourist food factory with cheese. Go to the Southwest for real Mexicanâ€”the type that serve hot tortilla chips and freshly-made cilantro salsa as soon as you sit down (and...More"
El Catrin,30-08-2019,40,Very good experience,Had a very good experience being this my first time to El Catrin. Sat out on the patio on a beautiful Friday night and the vibes and atmosphere were good. We were seated quickly and the food came out at a decent time. The Al...More
El Catrin,30-08-2019,50,Wonderful as I remember.,"I love this restaurant. The setting inside is very nice, well decorated. The bar is gorgeous. The outside patio is terrific. The food was absolutely delicious and the service was terrific. And so was the margarita! We tried the guacamole (of course!), the trio ceviches,...More"
El Catrin,24-08-2019,10,Snooty receptionist/table assignment,"As always, every time we come they make you wait even though there are plenty of tables available just to make it seem like there is a lineup! Receptionist amongst the snootiest people you will ever encounter! Food is delicious!"
El Catrin,23-08-2019,30,Disappointing visit,"Only having one day to see the city, we decided on the hop on and hop off bus tour. We were recommended El Catrin as an absolute must for our dinner. As a family of six people, two from Ohio and 4 from London, we...More"
El Catrin,21-08-2019,50,Dinner,"The place is very good! I love the decorations, the people are nice and the service was great! Servings were just enough but so delicious and fresh. We ordered chocolate mouse for dessert and it has almonds and papaya, not too sweet. We loved it....More"
El Catrin,18-08-2019,40,Nice ambiance,"We've visited this place as two couples. I need to say, drinks are really good; Mayan, sangria, frutas frescas... We also ordered guacamole, baja, diablito, castilla corta... Some fried crickets were the delicacy to try ðŸ˜Š Do not forget to have churros as desert. It's...More"
El Catrin,13-08-2019,50,Favtsstic,"Great service. Amazing decor. Wonderful food. Fantastic drinks. Love love love. Would have loved to go here at night and sit outside. Great place to go with big groups. Highly recommend Max, our server was fantastic ."
El Catrin,11-08-2019,50,A great concept very well executed - choose the patio!,"Funky decor with a huge terrace on which a giant fire pit provides warmth when the sun goes down. Mexican tapas in style with very well informed servers. Try the Margarita, ESQUÃTES, POLLO LOCO and COSTILLA CORTA - EL JEFE'S SIGNATURE! Worth going out of...More"
El Catrin,11-08-2019,50,Great patio,"Stopped by here for cocktails on the patio. The patio is busy, but there's a waiting area where you can order a drink off a somewhat limited menu (nice idea!). Unfortunately, once we were seated on the patio it started to rain HARD so we...More"
El Catrin,11-08-2019,30,Below our expectations,"Indeed a cool location and the bar next door helped to bridge the waiting time of 45 minutes to get a very small table for the 4 of us. The waitress was rather snippy and while the ordered tacos tasted nice, the portions were simply...More"
El Catrin,09-08-2019,50,Fabulous guacamole,Ordered the guacamole. They bring it up to you and mash it right in front of your face. A must eat if you come here.
El Catrin,07-08-2019,50,Great experience,Really good restaurant in quaint part of town. All stuff made in house great service. Eric was a great waiter
