NAME,DATE,RATINGS,TITLE,REVIEWS
Spring Sushi,26-08-2020,50,Great!!!!,"What a great AYCE sushi experience!!!  My friends and I went there on a Saturday night during the month of August. We had a reservation since we heard this place could get packed fast.  Upon arrival, the hostess told us that we had 1h30 to eat since they have two different services. It was more than enough time, since their service is so quick!! The restaurant itself is very modern and the rooftop is decorated with plants everywhere, it felt very soothing.  The food is to be ordered on an iPad, and you barely have time to send your order for them to bring it to you. It is pretty surprising, considering how big the restaurant is and how many people they have to serve at the same time.  Everything we had was delicious, from the soups to the salads, to the sushis, to the grill or even the tempura items. The view on the rooftop is pretty cool, although hidden by bid buildings around.  My only issue is that they didn't have low sodium soy sauce, but despite that everything was delicious.  The waiters are very helpful, very quick and friendly. The price is totally worth it."
Spring Sushi,10-03-2020,40,Great Sushi,"Great sushi! Super fresh, great variety. Pretty cool location and ambiance. I loved the way you order the sushi on an ipad! They have an 'all you can eat' option for a good price....wish I was more hungry, so I didn't get that option. But we still got PLENTY! Great prices. Good drinks."
Spring Sushi,22-02-2020,40,Sushi Delight,A friend suggested that we meet at Spring Sushi for lunch while I was in Toronto. She had been there before and it was a favorite. It wasn't hard to see why. We made reservations but there was plenty of room for our party of four. We ordered a lot at the beginning and it took awhile for the food to arrive but it was worth the wait. Everything was fresh and delicious. I liked the mango creamsicle for dessert but my sister didn't. The price for all you can eat was reasonable. I would definitely want to go back the next time I'm in Toronto.
Spring Sushi,01-02-2020,50,Amazing sushi,Just amazing sushi. The white Tina scorched sushi restaurant as fabulous. So fresh. Excellent and friendly service. Will definitely be back.
Spring Sushi,19-01-2024,50,EXCELLENT DINER AT ONE OF THE BEST SUSHI RESTAURANTS IN DOWNTOWN TORONTO,"LET ME START BY SAYING THAT IS PROPABLY THE BEST PLACE TO EAT SUSHI IT DOWNTOWN TORONTO. I WENT THERE WITH MY FAMILY FOR AN EARLY DINNER AND TOOK THE OPTION AF ALL YOU CAN EAT ( WITH PRICE AT 42 CAD PER PERSON) WHICH IS A FARE PRICE CONSIDERING THAT YOU CAN EAT ALL YOU CAN .THE FOOD AND THE ATMSFERE THERE WERE EXCELLENT. I CAN SAY FOR SURE THAT THE SUSHI I ATE THAT DAY WAS PROPABLY THE BEST SUSHI I EVER ATE. WE ORDERED ALSO SOME FRIED FISH WHICH WERE DELICIOUS (INCLUDED IN THE PRICE OF ALL YOU CAN EAT). THE STAFF WERE VERY POLITE AND HELPFULL EXCEPT FROM 1 WAITOR THAT WHEN WE FINISHED AND PAID ,COLLECTING THE DISHES AND THE GLASSES SPILLED THE SOYA SAUCE ON THE TABLE AND ON MY JACKET AND HE DID NOT EVEN BOTHER TO SAY I AM SORRY AT LEAST. OVER ALL MY EXPERIENCE AT SPRING WAS EXCELENT AND OFFCOURSE ON MY NEXT VISIT TO TORONTO I WILL GO THERE TO EAT SUSHI AGAIN."
Spring Sushi,19-09-2023,50,Fresh & delicious Sushi!,This was our first time having sushi and we loved it. We did the all you can eat and it was so fun trying all the different kinds of sushi. Their avocado rolls were so good! Loved being able to order from the tablet and...More
Spring Sushi,07-09-2023,40,Central Location,Food was excellent. Service fast. Just music was too loud: not suitable for groups who want to talk at the table.
Spring Sushi,10-06-2023,50,BEST SUSHI,"Amazing sushi. To me, the best in town. It is worth paying for the all-you-can-eat. They have a vast menu that won't disappoint."
Spring Sushi,06-06-2023,50,Magnificent!,".The combination of impeccable service, stunning ambiance, and extraordinary culinary offerings makes it a destination for food enthusiasts. Whether you're celebrating a special occasion or simply seeking an unforgettable dining experience, this restaurant is a must-visit. I visited in May with friend from Poland. It was magnificent!"
Spring Sushi,14-05-2023,40,Sushi with a view,Sushi was excellent and came out very fast. Everything tasted great. Service was very good. They have an excellent location and I would highly recommend sitting on the rooftop patio if it's a nice day. Tip: make a reservation for the rooftop patio.
Spring Sushi,13-08-2022,20,Don’t accept debit cards,"The sushi was good enough, not excellent. It was also too expensive I think. But the worst thing is that they don’t accept debit cards but only credit cards or cash, and when I asked for the motive the waiter told me he didn’t know it."
Spring Sushi,15-01-2022,50,Take out done right!,"High quality sushi and sashimi, delicious maki (rolls) and super friendly service from Nick. We did pickup and enjoyed the discount. Sashimi portions were generous, they have sensible combo plates. Nick’s friendly and upbeat mood while answering the phone and when we picked up adds to the experience."
Spring Sushi,22-11-2021,50,Impressive Flavors!,"My partner and I ate here a few times and the food is pretty tasty and good. Sometimes it can be inconsistent in terms of presentation and taste slightly different but in general, the food in always delish!!  Service is pretty good and the wait staff are very welcoming and approachable!"
Spring Sushi,13-10-2020,50,Wonderful experience!,"We arrived at 8:30 pm on a Friday night. We had to wait till 9pm for a table but they took our phone number and called us when it was ready. They were very careful with Covid, taking everyone’s temperature and disinfecting hands. We got sat at the most amazing booth with a great view of the square below with all the tv screens, water shoots and buskers... the staff were all very polie and quick. The food was quick and very tasty! It was my daughters birthday and they gave her a free delicious crème brûlée! They are up to date in the latest technology even trying out a robot cart to send back empty plates!! It was not only a delicious meal but also a wonderful experience!"
Spring Sushi,01-09-2020,40,Amazing Rooftop Patio,"My friend and I went for dinner Sunday night and the rooftop patio is amazing! Food is on par with most all you can eat Sushi restaurants excepting they were missing a few items that you can find at most other Sushi restaurants excepting they have a delightful deep fried roll which most don't have. The only reason for the 4 rating is due to them being advised when I made the reservations that my friend is highly allergic to gluten which they said was no problem over the phone but seemed to be once we started to order as her choices were extremely limited and in addition the computer they give to you to order food was malfunctioning . As we were only ""allowed' 1.5 hours for dinner this malfunction in addition to their not being prepared for gluten free took up a lot of that precious time so our dinner was rushed for those reasons which was not appreciated and I felt lacking in customer service."
Spring Sushi,26-08-2020,40,Great!!!!,"What a great AYCE sushi experience!!!  My friends and I went there on a Saturday night during the month of August. We had a reservation since we heard this place could get packed fast.  Upon arrival, the hostess told us that we had 1h30 to eat since they have two different services. It was more than enough time, since their service is so quick!! The restaurant itself is very modern and the rooftop is decorated with plants everywhere, it felt very soothing.  The food is to be ordered on an iPad, and you barely have time to send your order for them to bring it to you. It is pretty surprising, considering how big the restaurant is and how many people they have to serve at the same time.  Everything we had was delicious, from the soups to the salads, to the sushis, to the grill or even the tempura items. The view on the rooftop is pretty cool, although hidden by bid buildings around.  My only issue is that they didn't have low sodium soy sauce, but despite that everything was delicious.  The waiters are very helpful, very quick and friendly. The price is totally worth it."
Spring Sushi,10-03-2020,50,Great Sushi,"Great sushi! Super fresh, great variety. Pretty cool location and ambiance. I loved the way you order the sushi on an ipad! They have an 'all you can eat' option for a good price....wish I was more hungry, so I didn't get that option. But we still got PLENTY! Great prices. Good drinks."
Spring Sushi,22-02-2020,40,Sushi Delight,A friend suggested that we meet at Spring Sushi for lunch while I was in Toronto. She had been there before and it was a favorite. It wasn't hard to see why. We made reservations but there was plenty of room for our party of four. We ordered a lot at the beginning and it took awhile for the food to arrive but it was worth the wait. Everything was fresh and delicious. I liked the mango creamsicle for dessert but my sister didn't. The price for all you can eat was reasonable. I would definitely want to go back the next time I'm in Toronto.
Spring Sushi,01-02-2020,40,Amazing sushi,Just amazing sushi. The white Tina scorched sushi restaurant as fabulous. So fresh. Excellent and friendly service. Will definitely be back.
Spring Sushi,07-09-2023,50,Central Location,Food was excellent. Service fast. Just music was too loud: not suitable for groups who want to talk at the table.
Spring Sushi,10-06-2023,50,BEST SUSHI,"Amazing sushi. To me, the best in town. It is worth paying for the all-you-can-eat. They have a vast menu that won't disappoint."
Spring Sushi,14-05-2023,40,Sushi with a view,Sushi was excellent and came out very fast. Everything tasted great. Service was very good. They have an excellent location and I would highly recommend sitting on the rooftop patio if it's a nice day. Tip: make a reservation for the rooftop patio.
Spring Sushi,01-02-2020,50,Amazing sushi,Just amazing sushi. The white Tina scorched sushi restaurant as fabulous. So fresh. Excellent and friendly service. Will definitely be back.
Spring Sushi,05-12-2019,40,Solo dinner/pre Christmas shopping,Great meal. Was part of the lunch all you can eat sushi/dim sum. Choice was huge. Hot and sour soup was delicious. Each of the dim sum options were great. Service could have been bit better. Refill of my drink would have given it 5...More
Spring Sushi,10-11-2019,40,Amazing all you can eat sushi,What a great night. You sit down scroll the electronic menu and just click on your orders until you are completely full- but save room for their yummy desserts. Sushi and sashimi were very fresh. Service was fast and helpful. Would go back anytime
Spring Sushi,01-10-2019,40,totally worth it!,The staff was incredibly lovely and attentive. The food was excellently presented and prepared. The experience was definitely worth it! Such a cool location.
Spring Sushi,31-08-2019,50,Amazing,"Excellent sushi and friendly staff, I can’t wait to go there again and get another sushi. Normally I don’t like seafood but this place has changed my mind! Arigato :)"
Spring Sushi,17-08-2019,50,Wide variety of delicious sushi/Thai cuisine,We really enjoyed our tasty dishes out on the patio overlooking downtown Toronto! Service was very good as well.
Spring Sushi,04-03-2019,50,Well done,"Great place for all you can eat Japanese - sushi restaurant. Very affordable, very fresh and tasty. You’ll find everything you like in the very big menu which includes also mini ribs, sirloin steak dish and a few desserts. All included. Well done."
Spring Sushi,03-03-2019,40,A tasty treat before a cinema trip,"This restaurant was busy for a Sunday evening, but we didn’t have to wait more than three minutes for a table of six to be made ready. Two of our party are locals and have eaten there before and knew about the fancy tablet ordering...More"
Spring Sushi,26-02-2019,40,Best sushi,Great sushi. Good place to come the service can be a bit off sometimes. Great value for money. Will b back
Spring Sushi,06-01-2019,50,One Of The Best Restaurant Experiences!,"We visited here as a family of 5, ages 12 - 52. They give you an iPad to order from with all the photos of the food. The only thing I would say to be aware of is that is you order one portion of...More"
Spring Sushi,09-12-2018,20,Too noisy and cold,"The food was average. The atmosphere was too loud and open and cold feeling. Just tables side by side. The service was fast. Don't go here for the atmosphere, only good if you want to fill up on sushi."
Spring Sushi,04-10-2018,50,Delicious!,Very little wait time after ordering. Sushi was very fresh and full of flavour :D Service is quick and friendly! Definitely recommend when visiting Toronto!
Spring Sushi,24-09-2018,20,Dece sushi,Little to no wait time during a weekday lunch. The service was good and the sushi was average but deff had better bang for my buck.
Spring Sushi,25-08-2018,40,Fresh Sushi Here,Very fresh sushi offered at this restaraunt with lots of flavour. The ladies that come to check on you for the service were very friendly and very lovely. The place is a little dirty but it can be overlooked.
Spring Sushi,01-08-2018,40,Good Sushi,"Went here with friends for AYCE for dinner. Good Sushi! Have I had better? Yes. Have I paid more? A Lot More! For what we ate and what we spent, it was a very good dinner! I would go here again!"
Spring Sushi,19-06-2018,30,"Inconsistent food, cafetaria type ambience and inattentive service","The shrimp tempura was great, the beef teriyaki average and the sushi a major disappointment. We had ordered ala carte. Not coming here again. Better choices available in Toronto. Does not deserve its high ranking."
Spring Sushi,11-05-2018,50,"Excellent Food, Great Value","It’s hard to find the restaurant in the labyrinth of escalators and stairs in this retail center, but worth the trouble. The atmosphere is set by a young crowd and is a bit loud, but it’s hard to resist this busy and fun restaurant’s positive...More"
Spring Sushi,14-04-2018,40,good stuff!,"The place was really nice, AYCE was good. The staff was really nice and helpful. We went here right when they opened so it wasn't too busy."
Spring Sushi,15-10-2017,40,All u can eat,"All you can eat sushi with ordering through ipad app. Nice view, very busy we had to wait to get the table. Food ok, not exelent but worth to try"
Spring Sushi,10-10-2017,30,I’m still full!,"This is great for people on a budget. For $20 I ate more than I have ever eaten before! A great selection, easy and quick service and a very very full belly. It’s great if you want a cheap, filling meal in the middle of...More"
Spring Sushi,04-10-2017,20,Horrible Food,"Service and drinks were good. However, the food was horrible, which eventually led me to throw it all up in the washroom. No wonder it's all you can eat."
Spring Sushi,21-08-2017,30,Enjoyed the food but the bathrooms weren't the cleanest,"Came here for a weekend lunch as a group and we chose the all-you-can-eat option. Although it was busy, the noise level was reasonable and the orders arrived fairly quickly. The food was fresh, well-prepared, and tasty! However, I was disappointed by the state of...More"
Spring Sushi,11-08-2017,40,Lovely patio,"I've eaten here several times, as it is close to my office. This time, my friend and I chose a la carte, because we wanted to sit on the patio (no all you can eat out there). The patio is very large and overlooks Yonge...More"
Spring Sushi,20-07-2017,40,Lovely AYCE Sushi Spot with Great Views,"Went here for lunch, was pleasantly surprised by the view and the selection. Quite fresh, good portions, lots of dishes to choose from, and the use of the ipad ordering system keeps everything fun and smooth. The ushi rice was a bit flavourless, but thats...More"
Spring Sushi,13-07-2017,10,Terrible,"The service there is terrible. Horrible waitress that clearly does not know what she was doing. The food is average, nothing special, as well as over priced."
Spring Sushi,18-05-2017,30,Lunch,The food was good and there was a good atmosphere but my table got another table's sushi and had some sushi piece missing. So we had to order what we ordered before again.
Spring Sushi,26-04-2017,50,One of the best in GTA,"Excelent all u can eat, excelent service and environment. The options are delicious. My criticize is to the quantity of sushi with avocato (It doesn't fit with all u can eat."
Spring Sushi,21-04-2017,40,Good food but unbearably noisy,"If you want good sushi right downtown Toronto, this place is definitely worth a visit. Wear hearing protection though, the place is very very noisy."
Spring Sushi,09-02-2017,30,Worth the view,"This is a decent option for all-you-can-eat sushi, and while there are better places even not too far away, the view here is hard to beat."
Spring Sushi,09-02-2017,40,Great place,"First time to an all you can eat sushi place and couldn't reccommend this more! Right in the middle of downtown, nice place overlooking the Eaton centre. Sashimi portions were thick and generous, great selection of rolls and hot dishes. Only criticism was that the...More"
Spring Sushi,15-01-2017,10,DIABETICS BEWARE!,"This restaurant is discriminatory to Diabetics. Was with a large group of friends for a birthday lunch. I can't eat much carb or sugar, doctor's orders. I know sushi isn't the best option but I decided I would bite the bullet and pay extra for...More"
Spring Sushi,01-01-2017,40,"Great value and selection,quick service, good food",Went with daughter who is vegetarian. Lots of options. Quick ordering and food came fast and hot. Food was better than other reviews stated. Worth a visit if you are around Dundas Square looking for value and good food.
Spring Sushi,01-01-2017,50,Great place to eat and cheap!!,"This is a great option to dinner, is cheap and you can eat whatever you want and the most important thing is so good!!"
Spring Sushi,04-10-2016,50,All you can eat AND then some!,The variety and qualty of the sushi & sashimi is great. If you're hungry this is the best value for money imaginable. You can try out some unusual dishes risk-free as well as you know just a small amount will appear. I love how they...More
Spring Sushi,01-10-2016,40,Excellent Japanese experience,"An ""All you can eat "" Japanese restaurant with many and excellent options . It's not expensive, considering service and food offered. Very easy access (near to the heart of Toronto, Dundas x Young)."
Spring Sushi,21-09-2016,20,Unwelcomed,To begin with the hostess was very rude the one have loops in the middle of her nose the server was nice but we didn't know they charge extra for creme brulee all though we took all u can eat but they said no its...More
Spring Sushi,05-09-2016,20,Neat Idea,"I was recommended to go to this place by a friend who's really into food. Unfortunately, the hype was a let down for me. The food isn't memorable, although it is a good price for what you get. We went with a la carte since...More"
Spring Sushi,02-09-2016,20,Okay..,The menu seemed inexpensive for all you can eat (roughly $27 each) but with the cost of drinks this sharply adds up. The food is average but the whole iPad ordering thing was different and unusual. I probably won't go back though.
Spring Sushi,14-08-2016,10,Our server was terrible.,The food was great as always. I try to come here maybe once every month. I've always had excellent service until I came for lunch on August 12th. Eva was our server and she was extremely rude and lacked customer service skills. I had ordered...More
Spring Sushi,10-08-2016,30,"Nice views, reasonable suahi","Enjoyed this meal - the iPad ordering is a little cumbersome (particularly in a restaurant without wifi), the service was good though and the sushi was ok. Had both some rolls and sashimi, enjoyed both though neither spectacular! Pleasant views on Yonge/Dundas intersection and pretty...More"
Spring Sushi,10-08-2016,40,Fresh AYCE Sushi,"We visited during the lunch time. Sashimis were not included in the lunch menu, same case for almost all AYCE sushi bars. Fish was fresh and variety of the rolls were great too. Service and decoration were great as well. Probably best AYCE sushi bar...More"
Spring Sushi,24-06-2016,40,we certainly ate a lot!,"the range on the menu was awesome, the food came very quickly and the individual servings were quite generous, the service was not that great, ther servers were not very communicative"
Spring Sushi,20-06-2016,20,Average,We went with my son and mother-in-law for a late lunch in between some appointments. My husband and I have had sushi in many parts f the world but I found this average at best. A lot of the rolls tasted the same. Its OK.
Spring Sushi,26-05-2016,40,Delicious and all you can eat!,"The food was consistently good and you can just keep ordering it! I like that it's not buffet style all you can eat, you stay sat down and use the Ipad to order dishes. The spring rolls and dumplings were so good! Vegas rolls were...More"
Spring Sushi,25-05-2016,40,Good all you can eat,They are always very full and they have good all you can eat. I like mostly all that I have tried there.
Spring Sushi,25-05-2016,40,Its good but pricy,"It is in a great location with a good scenery if you sit by the window. It is cool to order by iPad but it is very pricey for a dinner all you can eat (around $35), since there aren't a lot of options to...More"
Spring Sushi,24-05-2016,40,"Good food, convenient location","Had all-you-can-eat supper here. The atmosphere here is nice, it's a huge place with lots of servers working. The food was quite good, but more expensive than what I'd usually pay for something similar. This was right across the street from our hotel, so the...More"
Spring Sushi,21-05-2016,10,Raw Chicken in takeout,After getting a takeout from this restaurant tonight I am very disappointed to note that we were served raw chicken in not one but 2 main courses. We only noticed when we were about half way through when I sliced a couple of chicken pieces...More
Spring Sushi,16-05-2016,10,Do not go......,Went for a birthday celebration. My older kids like the iPad ordering novelty. This was our third time there over 2 years. The food has gotten very mediocre. A beef dish had so much tenderizer used it was disgusting. The texture of the beef was...More
Spring Sushi,28-03-2016,30,Get your sushi fill,"There are many all you can eat sushi restaurants and a number of them are fine. This one is also fine, perhaps a bit better, and you will end your meal pleasantly satisfied. The sitting arrangement is bright and the tables are not crowded together....More"
Spring Sushi,06-03-2016,40,Great Cost x Benefits,"Very good, price, quality and agility are the difference. Full menu it is as better than one simple order. The attendances are very thoughtful. Highly recommended."
Spring Sushi,09-01-2016,50,All you can eat,"It's a very good japanese food. The options are provided into a tablet at your table. Lots of options, sushis, steaks,temakis, soups, teppan yaki and much more. It worth it."
Spring Sushi,05-01-2016,50,The best sushi in town,"I love the food and the location. Great value for your money when you get a ""All you can eat deal"". You can take your time, eat and rest and order some more. The menu is on iPad so can see how each dish looks...More"
Spring Sushi,04-01-2016,40,Delightful Evening,"After a few hours ice skating at Nathan Philip's Square, we worked an appetite. Family couldn't decide on the different restaurant offerings and fell back on the familiar Spring Sushi, perched over Dundas Square. While the place was full, we got tables at the back....More"
Spring Sushi,30-12-2015,20,All you can eat sushi scares me... but this was ok,Went with friends that love the place. Kind of gimicky process of ordering on an ipad but actually liked having the resource. They ordered such huge numbers that I thought they were crazy. Ended up eating all of what we ordered. Very busy place. If...More
Spring Sushi,07-12-2015,40,Good Value .,"Came here with my wife when we stayed in downtown Toronto. We both quite enjoy sashimi. We were quite impressed with the selection , freshness and overall quality of the food. Quite a unique way to order using the iPads to place your order. It...More"
Spring Sushi,27-11-2015,40,Big rolls !!!,"Came here for AYCE. Must say their rolls are super packed- very big. Definitely a good sushi place to go to for a reasonably lunch cost for AYCE- great location too. They had some unique items I hadn't seen before, so it was a nice...More"
Spring Sushi,04-10-2015,40,We are all full out there,"Our family spend a good night here. We jumpped in and wait for 20 min. in line before get seated. and we order a fixed rate meal. for Child, it is about 14 CAD, for adult it is around 32. We love Shusi, so we...More"
Spring Sushi,22-09-2015,40,Good party plate for 52 CAD,"Bought the party plate with 60 pieces for 52 CAD including taxes. Tasted very good, and the pieces was big. It should have been a little more gari (ginger). Anyways, all in all a good place to eat! PS: Reserve a table! Very crowded!"
Spring Sushi,12-08-2015,40,Up to date technology ordering,"Never ordered inside a restaurant using a tablet before. I like it, once you get used to it, it's fast and accurate. Sushi and rolls were very good."
Spring Sushi,04-08-2015,10,Fairly average Buffet service in downtown toronto,we went me and my family for a birthday party -the service was quick and efficient -wait staff were friendly and really fast they are very attentive .we got the window seat it was great overlooking the dundas square from the top of the building...More
Spring Sushi,24-07-2015,40,Incredible setting!,The restaurant is right ar Dundas square and if you are lucky enough to get a bu-the-window seat you will enjoy the real Toronto metropolitan life. The food is really varied and don't worry: you won't find too spicy overly exagerated type of food. Everything...More
Spring Sushi,10-07-2015,20,By far the worst restaurant I visited on my trip to Toronto.,"Not only did I feel unwell after, I felt like I was badly treated. From the moment I was lead into the restaurant, I asked twice to see if I can sit at the window. The server seemed to have pretended not to hear my...More"
