NAME,DATE,RATINGS,TITLE,REVIEWS
The Chase Fish and Oyster,09-12-2018,50,Highly recommended!,"Really enjoyed dinner at The Chase. The service was fantastic, the fish was amazing, and the atmosphere was good. Not too noisy but enough atmosphere."
The Chase Fish and Oyster,15-10-2018,50,delightful,very good food. great wine list. and super-friendly and attractive staff! The female sommelier was BANANAS! (in a good way) Loved the scallops!
The Chase Fish and Oyster,10-10-2018,50,Birthday Dinner,Had my birthday dinner here and tried their oysters to begin with. Both east and west coast oysters were presented and tasted beautifully. The mains and cocktails were great!
The Chase Fish and Oyster,04-09-2018,50,Best lobster ever,"We very much enjoyed the ambience as the noise level rose from general chit-chat to seriously loud as the evening progressed. Our tall, well-travelled waitress was a delight and the food excellent. My husband declared the lobster the best he had ever been served and...More"
The Chase Fish and Oyster,27-08-2018,20,Rooftop and then bar food,"Great setup, friendly staff but totally let down by quality of food. Octopus over cooked and very sparse on plate, and lobster roll was a con, should've been listed as salad roll with a little over cooked rubbery lobster - if you're lucky! Shame. Not...More"
The Chase Fish and Oyster,27-08-2018,10,Expensive and poor service,"The roof top is nice on summer day, but the service was so slow and not good. The food is over priced. A salad is $20, not big, not fancy. The salad was so salty. I couldn’t eat it. I ate less than a quarter...More"
The Chase Fish and Oyster,19-08-2018,50,Another great meal...,"Consistency at a very high level is difficult to achieve, you have to work on it every day; clearly they do at The Chase. This was our 4th time dining at this lovely restaurant and it didn't let us down. Well done again!"
The Chase Fish and Oyster,12-08-2018,50,A lovely spot for groups,"Booking my birthday dinner for a group of ten at the Chase Fish and Oyster was a total breeze! The restaurant had no difficulty accommodating us on a Saturday night. The service throughout dinner was top-notch, and everyone loved their food. The server even comped...More"
The Chase Fish and Oyster,22-07-2018,40,"Really good, but noisy","We got a booking and could only sit 20min later. Had to wait again for making our orders, and also for the food itself. For two dishes we spent 2h in a rather noisy dining room. But... excellent food and nicely presented!"
The Chase Fish and Oyster,15-07-2018,50,Consistently Great,"One of my favourite places for lunching downtown with clients and co-workers. It is consistently excellent. Food, wine and service are always top-notch. Have never been disappointed."
The Chase Fish and Oyster,25-06-2018,40,"Good food, limited menu, so-so service","There are only a few items on the menu, but they were uniformly good, especially the sushi-grade tuna platter and the chowder. Fortunately, the food easily made up for the inattentive service. Prices are reasonable for the quality and quanity."
The Chase Fish and Oyster,25-06-2018,50,Good fish,"Great place for an evening meal for friends, family, whatever. Great rustic ambiance, service and food and reasonably priced other than the wine. Lobster seemed to be what most people were eating and only the shells were going back."
The Chase Fish and Oyster,24-06-2018,30,"Our Experience has ""Chased"" us away!","My partner and I had reservations for 7:30 PM, although we assume they do take walk-ins as well. When we arrived, the hostess acknowledged us after a few moments in an off-hand manner, and we advised her we had reservations. She looked around, casually over...More"
The Chase Fish and Oyster,18-06-2018,40,Date night,"Great ambiance great food. We aren’t oyster enthusiasts but we were willing to rely on our waiter’s expertise. He did not disappoint. Tasty oysters followed by cod tacos, my entree selection was the sea bream which was phenomenal. Coconut cream pie with pineapple was scrumptious."
The Chase Fish and Oyster,14-06-2018,50,Terrific sea food,"It was the first time I had so many different options of oyster, clams, and other sea food. Definitely the best I ever had. For this kind of food, I consider myself a picky eater, but this restaurant made me feel comfortable on eating shellfish....More"
The Chase Fish and Oyster,09-06-2018,50,A successful event yet another time,"Second time I am hosting a lunch here and I just love it!!! Service is spot on, attentive, courteous, friendly and very professional! The food is beyond and everybody loves it!! It can be tricky with parking so think about that but don't let it...More"
The Chase Fish and Oyster,30-05-2018,10,Why?,"I've been here twice now and each time I've asked myself 'why'? The food is good. Not great. The servers are very nice, attractive, and friendly young people, but agonizingly slow and inefficient. On my most recent visit, our party was continually asking our waitstaff...More"
The Chase Fish and Oyster,30-05-2018,10,Not good at all,Unfortunately our hotel concierge recommended this restaurant. I asked for a good seafood and shellfish restaurant... look at the menu. The food was terrible and the service even worse. This is a sports bar! Not a restaurant. Ambience horrible. Please go somewhere else
The Chase Fish and Oyster,29-05-2018,20,"Terrible Service, Good Expensive Food","Our reservation was at 7:30, we weren’t seated until 8:15, after being brought to a table that already had people seated. Eventually we were seated on the patio against a door which the staff continued to use (slam) despite my chair sitting in front of...More"
The Chase Fish and Oyster,07-04-2018,30,Ok but pricey,This was dinner downstairs. I think there is an upstairs too. The restaurant itself is fine although if seated on the banquettes round the walls you will be sharing your conversation with the folks on either side. The fish was OK. My lobster bisque was...More
The Chase Fish and Oyster,02-04-2018,40,Food is delicious / for a special occasion,"The food there was superb and the service impeccable. The waitress knew the menu inside out and was great at explaining everything. If you don’t like seafood, the beef will melt in your mouth. I had scallops and duck, the scallops were perfect, the duck...More"
The Chase Fish and Oyster,28-03-2018,50,A Choice We Did Not Regret,"It's dinner time. There are 3 of us in the lobby of One King West and we're surrounded by restaurants. Where to go? The Crafts, a new beer based restaurant which is huge and is just on Yonge. Without leaving the Path, we could go...More"
The Chase Fish and Oyster,27-03-2018,20,Not impressed at all- dropped the ball,We went here for a bite to eat after the theater. It came up on Open Table as a recommendation. I tried several times to book via open table on our way over in the cab but there seem to be a problem with the...More
The Chase Fish and Oyster,22-03-2018,50,Best Birthday Dinner EVER!!,"We came here as a couple to celebrate my birthday on Friday, March 16th. Atmosphere: The atmosphere of this restaurant is amazing! The entrance is inside a little alleyway on Temperance Street. It's lined with lights and beautiful bricks. Really picturesque! The inside is super...More"
The Chase Fish and Oyster,21-03-2018,50,Delicious!,"My husband and I had the pleasure to visit this place as part of our date night in Toronto. Our friendly server was all smiles and directed us with some delicious options for us to enjoy. We ended up with the Yonge Platter, the octopus...More"
The Chase Fish and Oyster,22-01-2018,50,"Delicious seafood, friendly staff, nice view",We ate upstairs and were fortunate to be seated next to the window. The oysters were delicious and I enjoyed comparing the Kusshi and Beau Soleil varieties. I had a definite preference but am not sure which it was as our waiter referred to East...More
The Chase Fish and Oyster,16-01-2018,30,Disappointing experience,"I was so looking forward to eating great seafood at The Chase. I was very disappointed. I ordered 2 different seafood tacos. I found the ""hot"" spices too overpowering for the fish and they were cold. My friend's bisque was also cold. I had the...More"
The Chase Fish and Oyster,12-01-2018,20,Check your bill - item by item!,"I was charged for extra few glasses of wine. I unfortunately did not notice until returning home. When I spoke with the store manager afterward (plus a lot of back and forth), the extra amount that I paid has never been resolved. It’s been over...More"
The Chase Fish and Oyster,06-01-2018,20,Dissappointing,"We booked our reservation online. The system asks if we are celebrating anything and even allows one to tick off 'birthday' 'female' etc. We also entered that we were celebrating our mom's 75th birthday and would like a nice table, if possible. We were seated...More"
The Chase Fish and Oyster,05-01-2018,50,Incredible food and service,"Gorgeous view, top notch service and many great dishes. It was a cold night so we appreciated valet parking! We shared a bunch of great dishes and the great city view. Service was great. The decor is elegant and comfortable! Our meringue dessert was a...More"
The Chase Fish and Oyster,22-12-2017,10,Where Do I begin???,This is the worst restaurant I have been to in at least 10 years. Our family of 6 were there for a xmas dinner. We waited 1 hour and 10 mins for our appetizers to arrive. A small plate of bread was put on the...More
The Chase Fish and Oyster,09-12-2017,50,Terrific Dining,"Located within minutes of several theaters, this large, well decorated restaurant has a nice menu featuring small and large plates. Everything we ordered was exceptional! The fish was fresh and the sides were generous and the desserts were amazing. Service was friendly and efficient. Prices...More"
The Chase Fish and Oyster,07-12-2017,30,Average,This place has a great atmosphere but the food was just about average. Dessert was the best part of the evening.
The Chase Fish and Oyster,04-12-2017,40,Nice location and overall good experience,"We were here with a business group. The service while good, the food service was slow, as was the bar service. The food itself was good overall. I had the Cod and was satisfied with it. Not impressed with anything else."
The Chase Fish and Oyster,26-11-2017,50,What a wonderful place,The food and the service was excellent. The décor was beautiful and tastefully done. Highly recommended.
The Chase Fish and Oyster,04-11-2017,40,Power luch place,"One of the places for a power lunch in Financial District. Cool atmosphere with a bar on the ground floor and the main dining room on the 5th floor. I had the grilled calamari for lunch. Very delicious and elegantly presented. However, the portions were...More"
The Chase Fish and Oyster,28-10-2017,40,fish cheer,"It's been a while but my recent visit to The Chase impressed me. We had a delightful dinner downstairs in a private room which had a nice if rather eclectic ambiance (the exposed wall is lovely). The service was terrific, the food appetising and the...More"
The Chase Fish and Oyster,27-10-2017,40,Good vibe with good food,Had business dinner. Great wine list with nice bar with the view of the city. Went up to the 5th floor for drinks and dinner. Great seafood platter tower and good steaks with nice wine list. Nice place for conversation and meeting place. But some...More
The Chase Fish and Oyster,15-10-2017,40,The seafood specialist,I had excellent Seafood for lunch. The service and the recommendations were exceptionally good. If you're looking for seafood don't miss this place!
The Chase Fish and Oyster,15-10-2017,10,It used to be good,They used to be good!! what happened??? my husband and I went for a dinner and was disappointed so much by the quality of the food. Never paid for a chewy octopus this much in my life. They also messed up my husbands order. i...More
The Chase Fish and Oyster,13-10-2017,30,Very good but overpriced,"We were in Toronto for business and a local recommended the Chase. We were lucky to get a table on the ground floor (there is also a space on the fifth floor) and it was loud and noisy. The waiter was very helpful, recommending dishes...More"
The Chase Fish and Oyster,01-10-2017,10,This Chase had us running-in the opposite direction!!!!,"The short critique is that for the money, and even not for the money, but especially, for the ASTONISHINGLY overpriced menu items found at this restaurant, this was easily the worst meal that we have EVER had (we being a party of 5, including one...More"
The Chase Fish and Oyster,29-09-2017,40,Business Dinner,I have no comment to make regarding price as I was fortunate enough not to be paying! But for a chap who isn't naturally drawn to seafood/fish restaurants I was pleasantly surprised by the quality - and quantity - of the food. Our group shared...More
The Chase Fish and Oyster,28-09-2017,30,"Good crowd, great space, okay food","Started with green garden salad, it was a lot of mesculin and mint with very little green goddess dressing, pumpkin seeds and carrot ribbons. Boring and not flavorful. Squid was good, cooked well with a hollandaise sauce but virtually no vegetables except for one piece....More"
The Chase Fish and Oyster,08-09-2017,40,Lunch,"Fabulous lunch, great food and fast service from the September menu the buratta with peaches makes a great starter and the roasted halibut an amazing main."
The Chase Fish and Oyster,16-08-2017,30,Fish and chips,Nice location There are 2 restaurants we stayed at that one on the ground floor Casual with good fish and chips He menu is not really various Good for a lunch for a casual dinner
The Chase Fish and Oyster,10-08-2017,50,Love Love Love,"Went to the 'upstairs' part of the Chase. Amazing food and great ambience. Chase is one of our favourite go to places, over and over consistency."
The Chase Fish and Oyster,08-08-2017,50,Dining Upstairs over seeing the city in either the dining room and/or rooftop,"Truly, there are no words. The ambiance, food, service are unbelievable; we love dining upstairs. As you leave the elevator, You are greeted warmly and graciously. Once at your table, there is a wonderful selection of wines, the sommelier 'Jordan', is fabulous. A venue that...More"
The Chase Fish and Oyster,08-08-2017,50,special treat,Pricey fine dining and drinking at its best. Fish is the order of the day and you can't go wrong if you choose it. The wine selection is outstanding..
The Chase Fish and Oyster,05-08-2017,20,Most expensive lunch of my life!!,Arrived for 1:00 pm lunch on the 5th floor. This place was packed. Two different menu items that my sister selected were no longer available. We requested a move to the main floor and were seated. The cheapest glass of wine (5 oz.) was $14....More
The Chase Fish and Oyster,21-07-2017,50,Great seafood,"Awesome food, great staff. We really enjoyed their menu, staff is great and location in the heart of Toronto Downtown"
The Chase Fish and Oyster,16-07-2017,50,"Amazing fish restaurant, excellent ambiance, great time","We were taken there by friends of ours, we were 6. We all had different dishes, and we all absolutely loved our food. The wine recommendations were also very well done, and we just hab an absolutely great evening. If you love seafood - that...More"
The Chase Fish and Oyster,13-07-2017,50,Beautiful food and views,Oysters and all of the seafood. All delicious. Wine/cocktail/spirit selection also great. Went for a birthday celebration. All the service was on point from host to bartender to server. Beautiful food and views of the city. Would definitely return!
The Chase Fish and Oyster,12-07-2017,40,Seafod restaurant.,We got to the restaurant at 9.00pm on a Thursday after a trip to Niagara and the restaurant was fairly quiet which was understandable with the weekend approaching. The food was certainly good quality and the front of house helpful. The Octopus is recommended as...More
The Chase Fish and Oyster,10-07-2017,50,Elegant experience,"Roof top restaurant. Excellent for upscale business lunches and impressing a dinner date.! Nice bar, outside terrace and comfortable inside elegance, Knowledgeable, good looking staff. A menu that focussed on a few dishes, well prepared and very tasty. Knowledgeable sommelier introduced us to a Sicilian...More"
The Chase Fish and Oyster,10-07-2017,50,The best restaurant in Toronto,"The view, the service and the food perfect. We parked far away but the walk was fun too. Hats off to whom ever designed this roof top paradise, good job!!!!"
The Chase Fish and Oyster,04-07-2017,40,Thought it was going to be good….,"But not this good. This 5th floor restaurant is stunning…with a cool outdoor space that would have been fine for a dinner. The staff is very attentive, engaging and knowledgable. Starting with cocktails out on the patio moving to an intimate booth and a lovely...More"
The Chase Fish and Oyster,01-07-2017,30,Mohammad welcome trip,"Great Canada day celebration, it was a great good checking corse and fish was outstanding. I enjoyed with the kids ."
The Chase Fish and Oyster,29-06-2017,50,Fresh atmosphere and good food,"We had the Bay Platter of oysters, clams, crab meat, sashimi and lobster. The people in the party had tuna, snapper and halibut. Everyone enjoyed their meals. For desert we had key lime pie, roasted pecan pie and root beer float. Cost was reasonable."
The Chase Fish and Oyster,28-06-2017,50,A perfect anniversary dinner spot,"We were going to the Mirvish Theatre and wanted a very nice place for dinner before the show. 2 people whom we respect their culinary opinions, one in their 20's and one about 60, both recommended this place. We enjoyed the 5th floor dining experience....More"
